,0
0,-779.231093626935
1,5562.929799760692
2,-49.291458177380264
3,-1281.371625634376
4,1699.3955191210844
5,317.9971044405829
6,-2590.63529021875
7,495.0647205442656
8,2314.9933455486316
9,-2065.3409829130396
10,9884.914676109562
11,-1122.5858435553964
12,5513.777171881171
13,-3220.818938907003
14,5657.731352508534
15,-4745.910451933974
16,4617.998066294938
17,4302.704542904161
18,-1088.7178809859324
19,0.0
20,149.95380837935954
21,58.72868934669532
22,2.238739696331322
23,-822.34230889217
24,508.1746533559635
25,327.17645353032276
26,-2849.748788533034
27,-1516.9985302311834
28,1084.5202505833004
29,84.17051655123942
30,-2772.069070092868
31,4508.987674222328
32,-651.8304749103263
33,273.8679896602407
34,978.6980128271971
35,-1034.609816269949
36,250.66002519032918
37,68.94816581625491
38,4911.353288442362
39,2279.301750670187
40,5649.056177365361
41,-1416.1394817631226
42,3337.6238940823823
43,-3188.7167048642877
44,-1197.095464416314
45,2596.245123504894
46,3207.304603259545
47,1312.7015005783178
48,4458.325365915429
49,3491.3644863786176
50,-4997.627112140879
51,5955.272472339217
52,4621.206305020489
53,-2911.3924617450684
54,-1478.5336337173358
55,6287.592678557616
56,-1781.4126827942673
57,253.39624691964127
58,2543.6970659126528
59,2841.197045519948
60,-5458.768748489441
61,4146.7212599075865
