,0
0,3166.084535543341
1,-1923.8870994413737
2,2552.1939558233134
3,-4545.950656753965
4,-4812.238946362864
5,9615.63096746686
6,-4452.905713337939
7,-1280.6446374782827
8,-5051.874434333993
9,-1457.1235880299937
10,-8851.371278441511
11,10514.413005955517
12,-6800.946138520958
13,13494.534653616603
14,8094.681473918725
15,5606.433656270849
16,-1466.3831243158784
17,-5836.265512593556
18,-5894.24748846353
19,-1002.1073590419255
20,1377.4541146468837
21,10804.875676662195
22,689.590066600591
23,1032.117017866578
24,-7050.93238603021
25,6090.059016471263
26,4985.179687213153
27,8531.937417526497
28,3142.577431221027
29,8001.054334030254
30,-1353.6278793518431
31,1480.605739611201
32,6603.34209766821
33,-2693.7798614501953
34,857.3897360228002
35,-2426.9099765012506
36,3257.919731292641
37,-1824.3700585938059
38,16670.76939941407
39,-5485.019935913151
40,-2413.819810943678
41,-2943.7299116512295
42,247.1499214170035
43,-6485.019788207719
44,1860.1200468442403
45,-1653.5897929382045
46,676.279985809233
47,-1443.9299133301247
48,4569.229878845392
49,-633.9999530031346
50,-912.3001954648644
51,-12.749924163799733
52,-15366.7896128844
53,-745.820100403158
54,548.5799578859005
55,-6360.069769287249
56,-1884.4200323484838
57,9557.08979339595
58,-2463.3800508116838
59,9527.139757537749
60,-7070.849674072349
61,-1896.6699848936405
