,0
0,-514.2825778484112
1,-3189.386260471423
2,-4581.701614204212
3,-1390.6941841383232
4,-306.2931459301617
5,1159.7122464000713
6,-7339.918408749392
7,5529.958644909551
8,-10331.838070005178
9,-2046.3199451325927
10,-8242.825097191846
11,3482.3954307450913
12,11461.750817151507
13,-9301.588801765814
14,8123.146627572365
15,-7842.007967734826
16,5840.483993483125
17,16268.23378244089
18,-812.2508848577272
19,-853.0601588431746
20,-76.62870761065278
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,-788.4785315550398
27,1869.7509236317128
28,2026.448566062376
29,3119.370198898134
30,-2790.0299694619607
31,-933.9245153113734
32,4086.604777057655
33,-4794.4180611178745
34,1179.1121462805895
35,5669.222573869047
36,-422.09033961733803
37,-3389.5871344173793
38,12759.781266570673
39,-792.7581692946842
40,656.8972081867978
41,2634.8690896809567
42,-2729.8421055839863
43,-6369.029997450998
44,760.3248026270885
45,-296.6094326716848
46,12631.670684339479
47,-1169.6976866452023
48,1814.7547561184037
49,3639.0908045321703
50,8534.08824758965
51,5294.143494533491
52,-1835.3574940951075
53,-4079.17882922187
54,-1667.7452643703436
55,1000.0649856643286
56,3102.8430599587737
57,3865.413241568138
58,7859.808276152005
59,-4293.175260326476
60,6618.099859802751
61,-3107.410402371781
