,0
0,161.33815865963697
1,-95.20839735725895
2,0.0
3,0.0
4,-83.61547923157923
5,-710.5056134748738
6,1809.0244400533848
7,2896.486890201224
8,1308.7374519053847
9,4946.26285617426
10,-5204.917813336477
11,-424.34539585979655
12,0.0
13,0.0
14,0.0
15,0.0
16,0.0
17,0.0
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,0.0
29,0.0
30,0.0
31,0.0
32,330.870861051837
33,-90.09884263016284
34,0.0
35,0.0
36,0.0
37,0.0
38,0.0
39,0.0
40,0.0
41,0.0
42,0.0
43,0.0
44,-425.70818567974493
45,583.1022295746952
46,25.536312519572675
47,-242.3864269531332
48,0.0
49,0.0
50,-916.9960453480016
51,1865.615800528787
52,-147.53717745072208
53,0.0
54,0.0
55,0.0
56,0.0
57,525.1361545694526
58,3822.5098203867674
59,-771.1948702724185
60,-308.61102735693567
61,0.0
