,0
0,-31267.240305015817
1,5786.451682103332
2,23900.01797765284
3,-11088.737138190307
4,19209.55200503068
5,-5092.9574100705795
6,12441.057550197933
7,7983.730731333839
8,-79.51218942087144
9,-4858.556382404873
10,-1267.9251289935783
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,0.0
17,0.0
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,-1060.9986462250818
28,76.39910089829937
29,-242.23065995564684
30,31.804850971791893
31,2071.351630309131
32,-1011.1132586095482
33,-178.6571608465165
34,-1489.4096939039882
35,-749.9416685553733
36,-8502.717042461969
37,6811.150461044628
38,-7306.313497142866
39,6455.551086666295
40,6349.731383798644
41,-876.8325990231242
42,11005.479117404437
43,7486.280758414185
44,3633.639379001688
45,1178.972678719554
46,-794.5571275986731
47,-3661.9661888135597
48,1417.7547108167782
49,-3337.7288484163582
50,-5003.070908650057
51,-9862.429795095464
52,-4734.329541907646
53,-6629.057225744706
54,6037.432164983125
55,-15497.607119225664
56,1522.6528140252922
57,-7465.688239234034
58,3564.8999999072403
59,1447.778962008888
60,-1298.463349609403
61,-1022.600549306022
