,0
0,-1247.4571406661998
1,-139.07362640672363
2,0.0
3,0.0
4,0.0
5,0.0
6,2229.617514846381
7,-1447.1439534134697
8,8084.406346877338
9,-2998.2162215653807
10,-457.895013413392
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,0.0
17,0.0
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,0.0
29,0.0
30,0.0
31,0.0
32,0.0
33,0.0
34,0.0
35,0.0
36,0.0
37,0.0
38,0.0
39,0.0
40,0.0
41,0.0
42,0.0
43,0.0
44,0.0
45,178.37662592157722
46,-1820.0822542500682
47,-296.1049591137562
48,0.0
49,0.0
50,0.0
51,0.0
52,0.0
53,0.0
54,0.0
55,-4012.647132491693
56,11828.5903971144
57,2876.0445990345906
58,-260.6081727936398
59,0.0
60,0.0
61,0.0
